48,47,4,56,71,44,26,11,8,surprised
50,39,-18,29,72,44,48,20,8,happy
68,38,14,37,50,10,35,17,7,sad
83,83,13,42,50,47,32,-2,18,angry
79,66,18,35,48,7,42,13,25,worried
73,54,8,16,62,37,43,30,18,sad
62,36,3,54,76,9,15,-30,15,angry
49,57,-13,51,73,42,40,18,6,happy
93,34,4,19,55,32,18,19,15,sad
59,37,8,23,72,26,26,-13,5,angry
49,34,4,10,60,22,23,-3,24,neutral
74,42,12,26,42,13,16,-7,27,angry
84,55,-10,49,50,18,14,17,9,happy
44,72,-15,51,60,39,19,-7,21,neutral
47,64,-10,42,68,14,19,20,13,neutral
68,84,-15,30,65,2,34,-25,23,happy
85,49,16,16,42,30,47,-9,9,worried
99,86,17,22,48,28,27,8,24,worried
99,47,11,56,52,39,30,22,5,worried
91,65,18,58,72,46,10,-6,8,angry
69,59,16,39,52,19,11,-29,7,angry
